Teacher_ID,Course_ID,Semester,Student_Avg_Score,Teacher_Evaluation_Score,Attendance_Rate,Student_Feedback_Rating,Course_Completion_Rate,Interactive_Sessions_Percent,Assignments_On_Time_Percent,Teaching_Experience_Years,Research_Publications,Tech_Integration_Score,Teaching_Quality
T028,C127,2024-Fall,73.15,6.76,79.32,4.43,88.17,68.39,86.53,10,6,5.49,Good
T017,C149,2024-Fall,60.68,7.77,77.2,3.82,88.27,96.94,92.61,3,5,6.66,Good
T005,C141,2024-Spring,80.97,4.94,93.81,3.84,90.86,76.01,91.25,1,1,6.25,Good
T031,C117,2024-Spring,68.26,6.24,78.88,4.09,83.9,78.16,82.68,12,5,10.0,Good
T005,C140,2025-Spring,72.67,6.74,92.57,3.56,85.26,77.99,75.41,15,4,7.31,Good
T038,C131,2024-Fall,87.38,7.2,84.98,3.28,98.4,79.43,71.48,15,4,7.29,Good
T003,C134,2025-Spring,63.39,7.62,96.16,4.68,92.01,49.16,84.17,14,0,6.17,Good
T023,C124,2024-Fall,76.65,9.75,74.57,4.73,93.8,100.0,70.28,7,2,10.0,Excellent
T037,C145,2025-Spring,74.59,8.86,75.97,4.09,90.29,56.84,87.01,17,5,5.61,Good
T037,C135,2024-Spring,82.01,6.35,82.19,4.13,89.3,69.42,82.54,19,6,6.29,Good
T010,C148,2024-Fall,83.55,7.11,83.02,4.63,92.29,92.97,100.0,7,1,8.5,Excellent
T010,C106,2025-Spring,77.64,7.01,81.45,4.08,93.64,99.02,87.75,3,6,7.3,Good
T019,C119,2024-Spring,71.4,6.73,100.0,3.79,94.23,82.09,84.77,3,3,5.09,Good
T017,C130,2024-Spring,79.73,7.91,100.0,4.02,89.37,62.43,72.07,18,2,7.04,Good
T021,C107,2025-Spring,88.36,4.71,87.99,4.7,94.78,71.92,74.9,14,6,8.02,Good
T014,C110,2024-Fall,74.73,8.82,89.17,4.03,77.67,72.5,90.45,3,1,7.77,Good
T009,C141,2024-Fall,72.33,10.0,82.64,3.67,94.46,73.04,82.5,7,4,7.99,Good
T046,C132,2024-Spring,78.88,7.1,74.5,4.07,87.87,51.55,100.0,7,2,10.0,Good
T001,C134,2024-Fall,75.39,7.07,83.18,4.33,92.77,88.9,84.34,5,5,7.41,Good
T045,C128,2024-Fall,61.62,7.74,92.71,4.27,86.75,72.02,86.35,3,1,8.19,Good
T013,C115,2024-Fall,77.39,9.03,98.06,4.28,83.37,59.17,74.46,18,1,3.36,Good
T004,C130,2024-Spring,61.53,7.01,94.96,3.59,91.7,62.52,92.58,15,3,9.8,Good
T001,C137,2025-Spring,78.74,8.9,69.9,4.39,82.49,74.05,77.59,14,1,7.1,Good
T049,C129,2024-Fall,67.03,8.23,82.11,4.01,88.0,48.96,89.2,4,4,5.7,Good
T040,C122,2024-Spring,75.37,10.0,70.31,3.64,85.94,83.18,91.49,8,3,6.71,Good
T032,C104,2024-Spring,78.91,7.01,96.69,4.38,89.12,73.52,85.76,13,2,7.99,Good
T034,C120,2025-Spring,99.54,4.54,80.88,3.77,93.99,93.49,99.06,8,2,8.55,Good
T028,C132,2024-Fall,82.43,5.35,84.53,3.21,87.55,71.16,80.11,15,5,6.86,Good
T031,C136,2024-Fall,88.65,7.52,89.8,3.5,91.57,53.72,98.4,17,3,7.9,Good
T008,C150,2025-Spring,93.72,9.04,100.0,3.91,93.7,52.03,74.83,5,4,6.61,Excellent
T039,C104,2025-Spring,79.89,6.52,87.68,4.29,86.96,64.14,91.39,4,2,7.74,Good
T026,C127,2024-Spring,77.86,7.15,82.62,3.57,87.04,65.73,83.86,11,6,7.31,Good
T034,C117,2024-Spring,64.33,8.53,72.59,3.88,96.85,61.49,79.33,18,2,7.45,Good
T003,C112,2025-Spring,73.83,6.05,99.59,3.39,89.6,71.93,71.71,10,2,6.53,Good
T050,C122,2024-Fall,67.77,6.58,83.18,4.49,92.55,61.11,82.91,17,2,7.61,Good
T012,C117,2024-Spring,70.99,5.75,100.0,4.86,92.51,73.81,82.41,15,4,5.76,Good
T001,C110,2024-Spring,93.71,9.27,96.06,4.8,84.01,62.19,86.38,6,2,7.29,Excellent
T044,C101,2024-Fall,76.15,9.81,80.37,4.48,86.2,79.48,90.8,16,2,6.05,Good
T005,C122,2024-Spring,66.24,5.13,71.08,4.43,91.88,65.35,78.53,15,2,5.51,Good
T030,C126,2024-Fall,88.75,7.29,87.73,2.96,79.66,88.69,99.07,8,5,5.94,Good
T030,C118,2024-Fall,84.55,9.61,78.85,4.09,88.94,79.78,80.69,9,6,6.69,Good
T017,C150,2024-Fall,85.08,8.1,85.39,3.75,85.67,72.9,89.82,11,3,6.21,Good
T048,C114,2025-Spring,54.94,6.77,95.49,4.44,95.55,66.88,85.72,2,3,7.59,Good
T047,C147,2025-Spring,94.49,5.18,68.46,2.73,91.73,47.21,83.41,13,0,7.12,Good
T023,C129,2025-Spring,69.41,9.23,87.65,4.1,95.96,91.2,85.32,4,1,8.52,Good
T015,C112,2024-Fall,82.78,8.04,92.6,3.89,89.8,59.79,77.48,9,1,6.87,Good
T037,C136,2024-Fall,100.0,5.29,93.08,4.56,89.43,71.36,81.9,5,4,7.27,Good
T021,C135,2025-Spring,96.55,9.28,71.36,4.77,88.48,75.16,74.28,19,4,9.8,Excellent
T014,C112,2024-Spring,65.22,5.1,89.19,3.54,87.48,67.25,80.61,3,2,6.34,Good
T002,C107,2024-Fall,60.55,7.17,97.04,3.56,100.0,90.32,81.27,3,4,6.57,Good
T011,C129,2024-Spring,89.3,7.1,88.43,4.12,94.04,51.68,91.76,6,6,8.81,Good
T039,C111,2024-Spring,76.42,9.93,83.84,4.87,84.67,96.01,82.34,10,4,5.56,Good
T038,C133,2024-Fall,69.99,7.11,96.4,4.03,100.0,80.07,81.42,5,2,8.97,Good
T034,C106,2024-Fall,81.21,7.1,78.06,3.36,87.98,66.3,86.76,3,1,6.64,Good
T038,C147,2024-Spring,73.37,5.46,69.7,3.7,91.61,66.47,86.45,7,3,5.75,Good
T050,C115,2024-Spring,82.01,6.54,82.99,4.1,94.7,36.75,80.27,18,2,8.36,Good
T034,C132,2025-Spring,75.67,6.27,90.35,4.12,82.31,57.28,88.15,8,6,6.62,Good
T018,C111,2025-Spring,82.22,6.35,95.39,3.65,85.86,64.69,83.57,1,0,9.74,Good
T030,C123,2024-Fall,66.05,7.51,90.31,3.69,98.24,72.64,80.26,4,0,7.12,Good
T015,C126,2025-Spring,89.24,3.85,93.36,3.51,88.88,88.89,81.04,7,2,7.11,Good
T027,C134,2025-Spring,81.98,5.23,95.45,4.57,94.99,100.0,92.59,14,4,6.12,Good
T034,C146,2025-Spring,81.46,7.33,81.61,3.58,87.73,74.08,81.28,13,5,6.78,Good
T038,C134,2025-Spring,63.82,7.68,83.52,3.77,89.52,73.08,87.09,10,2,6.59,Good
T033,C129,2024-Spring,92.0,7.15,97.87,3.75,98.93,62.64,74.74,18,6,9.0,Excellent
T024,C104,2024-Fall,74.86,7.44,72.9,3.2,92.19,44.27,93.92,1,1,7.43,Good
T015,C117,2025-Spring,82.28,6.89,89.29,3.57,88.28,60.91,80.34,4,4,8.06,Good
T030,C135,2024-Spring,71.77,7.47,77.83,4.61,86.58,66.92,88.2,16,12,7.15,Good
T042,C113,2024-Spring,77.61,8.15,96.0,3.4,87.04,84.63,82.99,16,3,6.38,Good
T017,C141,2024-Spring,77.97,8.14,84.82,3.52,96.21,77.79,88.11,18,3,7.56,Good
T005,C139,2025-Spring,46.8,6.47,85.08,3.33,93.83,73.32,88.55,8,5,9.39,Good
T029,C115,2025-Spring,80.82,8.87,100.0,3.95,84.26,61.29,83.84,10,5,5.43,Good
T004,C129,2024-Fall,94.65,7.74,74.24,4.94,90.44,40.27,70.07,16,2,7.63,Good
T010,C129,2025-Spring,80.4,9.35,87.16,3.93,89.67,41.17,93.73,11,4,9.24,Good
T017,C111,2025-Spring,65.42,9.65,83.2,4.03,91.58,45.04,83.88,6,3,5.78,Good
T010,C132,2024-Spring,81.5,5.34,90.32,3.6,86.98,65.62,87.94,1,2,8.38,Good
T017,C102,2024-Fall,85.59,6.21,100.0,3.97,95.49,84.91,90.53,12,3,8.38,Good
T020,C147,2025-Spring,80.12,8.72,78.95,4.61,89.99,84.51,81.34,6,4,5.06,Good
T024,C114,2025-Spring,74.26,5.0,73.03,4.07,91.87,81.91,89.14,13,4,8.67,Good
T005,C120,2024-Spring,72.58,9.63,76.91,5.0,86.08,62.27,79.02,17,1,6.11,Good
T034,C122,2024-Spring,72.54,6.98,82.67,4.63,86.33,87.16,88.1,1,6,7.54,Good
T006,C111,2025-Spring,81.98,8.36,85.64,3.96,100.0,56.03,85.16,8,2,8.54,Good
T002,C127,2024-Fall,60.93,7.33,86.15,3.95,99.0,82.8,81.62,8,2,8.8,Good
T013,C103,2024-Fall,71.28,5.41,100.0,4.82,89.65,44.88,85.38,11,3,4.7,Good
T043,C117,2024-Spring,90.96,9.08,100.0,4.07,97.67,52.34,76.56,14,2,9.68,Excellent
T043,C144,2024-Spring,91.34,10.0,98.03,4.7,96.06,94.79,87.47,10,4,9.13,Excellent
T048,C128,2025-Spring,60.22,6.73,100.0,5.0,86.87,66.94,88.3,15,3,8.58,Good
T011,C129,2024-Spring,63.69,7.02,93.24,3.9,86.38,59.79,87.77,7,3,7.54,Good
T047,C121,2025-Spring,72.29,3.53,96.08,4.18,93.34,86.54,97.02,7,4,6.35,Good
T023,C147,2024-Fall,83.93,9.53,93.05,4.49,91.3,88.26,84.24,10,1,5.38,Excellent
T016,C116,2024-Fall,56.73,8.87,91.41,4.38,87.99,63.5,84.79,4,3,4.56,Good
T031,C137,2025-Spring,74.45,4.9,88.94,4.38,93.61,74.18,75.64,18,0,7.97,Good
T011,C120,2024-Spring,70.26,4.4,81.03,3.33,82.79,72.05,97.58,10,1,8.58,Good
T016,C106,2024-Fall,88.26,4.58,72.53,3.58,90.58,27.59,73.01,19,1,6.87,Good
T008,C119,2024-Spring,58.23,8.47,83.69,3.75,83.81,49.06,86.83,14,3,6.31,Good
T004,C105,2024-Fall,75.93,8.62,90.66,4.61,83.97,84.13,80.08,13,2,7.1,Good
T040,C103,2025-Spring,71.06,6.11,85.72,3.38,86.47,57.51,85.5,15,4,6.04,Good
T004,C101,2025-Spring,89.7,8.25,74.35,4.76,91.82,77.95,74.54,16,5,7.03,Good
T025,C138,2025-Spring,80.98,7.74,83.34,4.39,86.62,73.95,92.13,2,3,5.95,Good
T003,C115,2024-Fall,69.14,6.95,82.82,4.58,83.91,88.23,77.36,4,3,7.92,Good
T032,C134,2024-Spring,83.53,8.96,84.38,3.54,92.39,49.54,94.33,18,4,8.87,Good
T003,C135,2024-Spring,71.11,5.69,89.91,4.04,97.46,75.91,77.58,17,6,7.76,Good
T027,C149,2024-Spring,84.99,9.22,92.06,4.15,93.19,69.02,92.8,10,3,6.88,Excellent
T029,C125,2024-Fall,72.63,6.41,80.0,4.13,99.01,58.15,78.35,9,3,8.48,Good
T032,C124,2024-Fall,85.55,10.0,94.81,4.15,97.05,58.05,80.08,15,2,7.03,Excellent
T050,C112,2024-Fall,79.36,5.99,96.32,3.86,87.56,73.41,84.99,12,3,8.44,Good
T019,C118,2024-Fall,100.0,6.97,88.2,4.07,93.16,79.45,78.22,9,1,6.05,Good
T021,C115,2024-Fall,74.47,7.59,91.65,4.52,89.54,70.95,77.98,14,4,6.24,Good
T005,C144,2024-Spring,78.83,7.58,94.84,3.42,95.31,71.42,78.31,13,3,5.52,Good
T018,C116,2024-Fall,70.21,8.24,74.02,4.77,89.54,62.52,87.55,6,1,6.3,Good
T028,C127,2024-Fall,75.03,5.57,95.55,4.49,86.06,63.52,85.0,19,1,8.47,Good
T042,C108,2024-Spring,47.98,7.44,77.1,3.52,96.87,58.11,85.42,4,1,5.69,Average
T022,C146,2024-Fall,79.66,7.71,78.07,4.19,91.59,62.22,82.4,17,0,3.54,Good
T021,C125,2024-Spring,88.43,6.71,86.96,4.45,86.68,78.92,89.39,19,2,6.38,Good
T006,C117,2024-Spring,78.97,8.11,63.56,3.38,87.51,80.6,93.4,3,3,5.24,Good
T001,C129,2025-Spring,61.86,5.48,86.76,4.02,86.65,50.86,89.6,14,2,6.24,Good
T005,C108,2025-Spring,66.98,7.01,94.82,3.96,84.99,56.55,83.33,17,3,10.0,Good
T041,C115,2025-Spring,50.7,6.37,68.54,3.68,87.61,59.34,75.23,13,3,5.67,Average
T012,C127,2025-Spring,84.79,7.01,95.89,4.05,91.87,69.04,69.18,9,6,7.95,Good
T026,C146,2024-Fall,64.93,9.67,78.01,3.7,90.32,44.75,84.48,1,2,6.88,Good
T046,C150,2025-Spring,74.71,9.7,87.07,4.69,87.81,56.82,69.05,17,3,7.56,Good
T034,C107,2024-Spring,73.46,9.41,79.46,3.69,97.48,49.22,83.41,16,4,6.24,Good
T049,C103,2024-Fall,89.88,6.81,90.73,4.4,79.95,76.01,96.22,18,2,8.74,Good
T014,C129,2025-Spring,75.85,8.86,95.25,3.17,91.53,69.55,75.77,2,4,7.64,Good
T026,C144,2024-Spring,83.09,7.67,91.47,3.92,89.29,63.06,74.71,14,8,7.68,Good
T045,C124,2024-Fall,80.46,7.57,84.96,4.01,85.15,54.05,90.1,17,1,7.15,Good
T027,C103,2024-Fall,88.59,7.38,80.24,3.9,91.82,63.29,62.55,3,3,8.88,Good
T009,C120,2025-Spring,72.61,10.0,84.31,3.8,88.9,61.53,88.05,2,3,7.84,Good
T026,C146,2024-Fall,93.7,9.55,91.56,3.67,96.24,94.52,96.75,8,1,7.56,Excellent
T047,C115,2024-Spring,55.14,8.62,91.9,4.38,94.34,84.96,78.02,2,1,7.98,Good
T022,C125,2024-Fall,83.57,7.24,90.51,4.5,99.53,59.64,76.65,2,2,4.36,Good
T047,C130,2024-Spring,66.33,7.56,72.17,3.96,87.58,72.48,89.72,9,6,7.28,Good
T030,C114,2024-Fall,70.07,8.3,84.77,3.45,96.98,84.16,75.63,6,2,6.9,Good
T043,C107,2025-Spring,80.69,6.72,78.67,4.9,84.17,59.63,91.49,12,3,8.75,Good
T048,C117,2024-Spring,80.61,8.91,91.65,3.56,89.45,48.74,76.29,9,4,5.95,Good
T017,C144,2024-Fall,81.06,6.12,77.35,3.27,87.67,43.05,99.15,7,3,7.3,Good
T026,C120,2024-Fall,61.14,8.09,89.52,2.99,93.01,89.08,90.3,12,2,9.89,Good
T036,C136,2024-Fall,89.49,4.07,82.18,4.05,92.89,67.13,85.3,5,4,6.96,Good
T001,C109,2024-Spring,65.99,6.67,66.21,3.89,85.5,74.37,98.69,16,3,5.0,Good
T008,C138,2024-Spring,67.33,10.0,94.31,4.52,93.29,61.39,93.25,5,4,10.0,Excellent
T049,C148,2024-Spring,81.38,9.05,84.75,4.31,88.1,50.98,87.95,12,6,5.93,Good
T035,C122,2025-Spring,72.13,9.8,97.76,4.15,85.92,53.78,70.09,9,4,5.44,Good
T015,C102,2025-Spring,78.08,6.5,68.35,3.86,89.94,49.88,79.39,7,5,5.5,Good
T047,C124,2024-Spring,53.43,7.66,82.08,4.55,82.62,82.75,93.68,19,3,8.09,Good
T022,C108,2024-Fall,77.84,9.42,82.84,4.93,94.66,92.39,74.6,11,5,8.95,Excellent
T014,C111,2025-Spring,77.18,8.45,87.7,4.5,89.72,70.56,78.87,12,3,9.64,Good
T026,C113,2024-Spring,69.9,8.26,71.75,3.77,89.83,47.23,76.82,3,2,7.02,Good
T028,C117,2024-Fall,54.26,9.95,90.44,4.39,89.56,77.45,88.22,17,3,5.52,Good
T023,C108,2025-Spring,72.87,5.94,100.0,3.8,98.23,88.97,92.71,7,3,6.15,Good
T014,C121,2024-Fall,74.63,7.22,89.75,3.45,97.59,84.58,92.72,10,4,7.05,Good
T024,C118,2024-Fall,71.33,4.87,85.93,3.55,96.75,69.56,78.18,15,1,6.97,Good
T002,C130,2024-Fall,56.64,5.86,71.23,3.82,89.57,66.48,88.11,2,3,8.96,Good
T045,C118,2024-Fall,90.95,9.11,77.26,4.05,84.42,69.44,77.8,13,5,5.02,Good
T026,C146,2025-Spring,68.61,6.12,84.44,5.0,89.92,88.38,83.32,4,0,5.33,Good
T014,C147,2025-Spring,72.78,8.6,79.7,3.56,91.57,81.41,89.16,18,1,6.54,Good
T007,C131,2025-Spring,50.91,9.99,95.26,4.66,94.06,64.21,93.49,1,1,7.55,Good
T003,C138,2024-Spring,90.95,7.23,90.34,3.84,91.56,63.84,67.8,2,2,6.34,Good
T047,C132,2025-Spring,70.33,8.28,100.0,2.99,84.87,62.77,85.79,2,4,6.21,Good
T023,C111,2024-Fall,75.98,8.61,75.19,3.75,87.32,54.03,96.26,4,1,8.76,Good
T046,C145,2025-Spring,86.21,5.67,85.33,4.59,86.87,90.28,86.86,3,0,7.71,Good
T043,C125,2024-Fall,68.24,6.58,71.17,4.17,92.7,58.18,85.66,17,2,5.52,Good
T047,C133,2024-Spring,84.63,5.99,62.78,4.2,92.82,77.35,80.5,14,8,6.24,Good
T045,C138,2024-Fall,54.39,6.69,92.23,4.66,93.47,60.08,96.05,2,3,7.78,Good
T018,C141,2024-Fall,80.51,8.57,89.97,3.48,91.51,62.84,80.87,16,4,5.11,Good
T038,C108,2024-Fall,90.72,6.61,76.45,3.47,79.7,68.29,84.2,11,4,7.77,Good
T035,C111,2024-Spring,69.2,7.45,85.93,2.87,81.37,78.18,81.24,13,2,6.48,Good
T015,C122,2025-Spring,86.19,5.94,78.71,4.44,89.3,66.11,85.87,1,2,7.54,Good
T025,C124,2025-Spring,93.34,9.34,80.06,4.28,90.49,52.91,96.41,2,2,7.18,Excellent
T037,C141,2024-Spring,72.45,6.68,81.8,4.36,96.27,70.29,77.75,2,3,5.32,Good
T028,C117,2024-Fall,71.62,9.78,76.03,3.41,90.39,58.5,85.9,5,5,6.05,Good
T010,C112,2025-Spring,66.02,7.59,77.83,3.2,85.12,93.16,88.13,4,1,9.17,Good
T039,C146,2024-Spring,69.9,5.39,78.12,3.34,93.31,66.1,78.5,12,3,10.0,Good
T017,C132,2025-Spring,66.85,7.24,89.23,3.54,89.91,59.98,84.53,3,0,4.38,Good
T039,C115,2024-Spring,66.01,5.91,57.26,4.78,87.99,99.62,99.81,10,4,8.56,Good
T022,C116,2024-Fall,86.99,8.38,82.72,4.5,81.93,81.08,70.85,18,5,7.44,Good
T026,C122,2025-Spring,67.1,7.11,74.12,3.77,90.43,56.55,81.63,10,4,10.0,Good
T044,C128,2024-Spring,77.59,7.74,74.48,4.15,91.14,58.14,87.0,1,4,6.16,Good
T025,C120,2025-Spring,75.38,6.95,79.74,3.66,85.02,77.11,81.99,6,2,8.35,Good
T017,C133,2025-Spring,89.98,6.67,84.86,4.18,93.72,70.65,100.0,11,2,6.55,Good
T013,C110,2025-Spring,69.97,6.04,82.86,3.43,93.27,83.35,89.39,2,3,8.92,Good
T020,C140,2025-Spring,78.81,8.75,74.36,4.38,90.24,60.06,76.65,7,4,10.0,Good
T025,C132,2024-Spring,82.91,7.24,92.22,3.58,90.06,80.52,66.31,18,4,7.32,Good
T004,C150,2024-Fall,89.9,7.03,75.97,4.4,94.73,36.43,87.72,19,1,5.29,Good
T010,C133,2024-Spring,69.82,7.2,77.65,3.79,91.84,67.68,78.96,4,2,9.12,Good
T003,C102,2024-Spring,68.82,6.48,87.84,3.6,86.49,60.74,95.31,13,3,7.85,Good
T041,C133,2024-Spring,64.38,7.03,88.2,4.81,89.01,63.17,82.8,18,2,7.57,Good
T045,C133,2024-Fall,97.36,7.81,78.88,4.09,92.78,68.46,80.45,13,2,9.37,Excellent
T018,C141,2025-Spring,88.84,5.95,55.64,3.84,79.84,87.08,80.32,19,3,5.29,Good
T047,C113,2025-Spring,74.58,6.17,76.15,4.38,85.34,52.69,92.89,17,5,5.93,Good
T036,C130,2025-Spring,94.31,9.57,86.62,3.33,93.41,37.18,88.32,1,5,7.89,Good
T047,C133,2024-Fall,73.98,6.96,91.89,4.55,96.04,54.43,99.05,6,0,5.89,Good
T022,C113,2025-Spring,82.24,6.67,84.21,3.93,95.11,85.34,83.28,19,2,6.53,Good
T034,C126,2024-Fall,75.1,5.48,80.21,4.3,94.47,45.33,91.9,1,4,8.91,Good
T047,C122,2025-Spring,78.98,8.78,100.0,3.23,90.65,61.42,92.04,8,3,7.65,Good
T008,C139,2025-Spring,77.92,5.92,81.28,3.81,84.86,82.59,90.39,17,4,5.23,Good
T040,C102,2024-Spring,70.75,7.48,91.12,4.0,89.02,69.12,80.92,15,3,7.61,Good
T049,C138,2024-Fall,85.92,4.94,71.65,4.52,80.03,86.93,88.79,18,4,8.86,Good
T044,C139,2024-Spring,82.16,8.73,74.1,4.34,96.5,39.48,84.22,7,7,7.26,Good
T019,C126,2024-Spring,85.28,9.27,91.47,3.8,85.91,65.18,84.01,16,6,8.31,Good
T042,C146,2024-Spring,78.2,8.23,95.45,4.16,87.33,90.06,78.55,7,1,6.22,Good
T041,C150,2024-Fall,65.93,5.2,81.1,4.63,95.29,53.1,68.04,17,3,7.39,Good
T037,C115,2024-Fall,92.09,8.76,66.51,3.9,81.93,85.52,94.99,4,4,4.63,Good
T006,C134,2025-Spring,72.37,6.26,83.32,3.85,84.05,66.46,88.45,12,4,7.94,Good
T026,C142,2024-Spring,78.64,5.74,86.89,3.06,91.34,76.51,74.25,13,4,7.54,Good
T034,C144,2025-Spring,81.35,6.92,85.99,3.86,92.6,88.97,90.74,4,3,5.06,Good
T045,C149,2024-Spring,78.57,6.89,79.37,3.13,89.64,76.45,95.15,1,5,9.28,Good
T006,C140,2024-Fall,84.15,6.74,83.47,3.94,89.8,61.13,91.22,1,3,7.86,Good
T037,C111,2024-Fall,85.73,9.41,77.5,4.49,96.34,78.43,77.87,7,3,5.96,Good
